Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2018,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,EO,P,65
2018,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,IN,C,272
2018,"Syrian Arab Rep.",SYR,Zambia,ZMB,G,N,FI,P,12
2019,"Syrian Arab Rep.",SYR,Albania,ALB,G,N,FI,P,35
2019,"Syrian Arab Rep.",SYR,Algeria,DZA,U,N,FI,P,959
2019,"Syrian Arab Rep.",SYR,Argentina,ARG,G,A,AR,P,5
2019,"Syrian Arab Rep.",SYR,Argentina,ARG,G,N,FI,P,10
2019,"Syrian Arab Rep.",SYR,Armenia,ARM,G,N,FI,P,37
2019,"Syrian Arab Rep.",SYR,Australia,AUS,G,A,AR,P,5
2019,"Syrian Arab Rep.",SYR,Australia,AUS,G,N,FI,P,10
2019,"Syrian Arab Rep.",SYR,Austria,AUT,G,N,FA,P,2708
2019,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,G,N,FI,P,18
2019,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,U,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Belgium,BEL,G,N,FI,P,1385
2019,"Syrian Arab Rep.",SYR,Belgium,BEL,G,R,RA,P,95
2019,"Syrian Arab Rep.",SYR,Benin,BEN,G,N,FI,P,13
2019,"Syrian Arab Rep.",SYR,Belarus,BLR,G,N,FI,P,10
2019,"Syrian Arab Rep.",SYR,Brazil,BRA,G,N,FI,P,307
2019,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,G,N,FI,P,58
2019,"Syrian Arab Rep.",SYR,Bulgaria,BGR,G,NR,FA,P,487
2019,"Syrian Arab Rep.",SYR,Canada,CAN,G,A,AR,P,29
2019,"Syrian Arab Rep.",SYR,Canada,CAN,G,N,FI,P,225
2019,"Syrian Arab Rep.",SYR,Chad,TCD,G,N,FA,P,10
2019,"Syrian Arab Rep.",SYR,China,CHN,U,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Chile,CHL,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,"Dem. Rep. of the Congo",COD,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,G,N,FI,P,14
2019,"Syrian Arab Rep.",SYR,Cyprus,CYP,G,N,FI,P,2590
2019,"Syrian Arab Rep.",SYR,Cyprus,CYP,G,R,FI,P,54
2019,"Syrian Arab Rep.",SYR,Czechia,CZE,G,N,FI,P,35
2019,"Syrian Arab Rep.",SYR,Czechia,CZE,G,R,RA,P,5
2019,"Syrian Arab Rep.",SYR,Denmark,DNK,G,A,AR,P,37
2019,"Syrian Arab Rep.",SYR,Denmark,DNK,G,N,FI,P,492
2019,"Syrian Arab Rep.",SYR,Ecuador,ECU,G,N,FA,P,11
2019,"Syrian Arab Rep.",SYR,Estonia,EST,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Ethiopia,ETH,J,N,FI,P,340
2019,"Syrian Arab Rep.",SYR,Finland,FIN,G,N,FI,C,659
2019,"Syrian Arab Rep.",SYR,Finland,FIN,G,R,RA,C,21
2019,"Syrian Arab Rep.",SYR,France,FRA,G,A,AR,P,1271
2019,"Syrian Arab Rep.",SYR,France,FRA,G,N,FI,P,3747
2019,"Syrian Arab Rep.",SYR,France,FRA,G,A,RA,P,19
2019,"Syrian Arab Rep.",SYR,France,FRA,G,R,RA,P,40
2019,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,29
2019,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,1374
2019,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,5
2019,"Syrian Arab Rep.",SYR,Georgia,GEO,G,N,FI,P,19
2019,"Syrian Arab Rep.",SYR,Germany,DEU,G,N,NA,P,39270
2019,"Syrian Arab Rep.",SYR,Germany,DEU,G,R,RA,P,1824
2019,"Syrian Arab Rep.",SYR,Ghana,GHA,G,N,FI,P,40
2019,"Syrian Arab Rep.",SYR,Greece,GRC,G,N,FI,P,10748
2019,"Syrian Arab Rep.",SYR,Greece,GRC,G,R,RA,P,108
2019,"Syrian Arab Rep.",SYR,Croatia,HRV,G,N,FI,P,124
2019,"Syrian Arab Rep.",SYR,Croatia,HRV,G,A,JR,P,5
2019,"Syrian Arab Rep.",SYR,Hungary,HUN,G,N,FI,P,20
2019,"Syrian Arab Rep.",SYR,Iceland,ISL,G,A,AR,P,22
2019,"Syrian Arab Rep.",SYR,Iceland,ISL,G,N,FI,P,24
2019,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,G,N,FA,P,38
2019,"Syrian Arab Rep.",SYR,India,IND,U,N,FI,P,21
2019,"Syrian Arab Rep.",SYR,Ireland,IRL,G,N,FI,P,88
2019,"Syrian Arab Rep.",SYR,Italy,ITA,G,N,FI,P,201
2019,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,G,A,AR,P,11
2019,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,G,N,FA,P,25
2019,"Syrian Arab Rep.",SYR,Kuwait,KWT,U,N,FI,P,74
2019,"Syrian Arab Rep.",SYR,Libya,LBY,U,N,FI,P,3605
2019,"Syrian Arab Rep.",SYR,Lebanon,LBN,U,A,AR,P,21
2019,"Syrian Arab Rep.",SYR,Lithuania,LTU,G,N,FI,P,17
2019,"Syrian Arab Rep.",SYR,Luxembourg,LUX,G,N,FI,P,375
2019,"Syrian Arab Rep.",SYR,Latvia,LVA,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Madagascar,MDG,U,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Mauritania,MRT,U,N,FI,P,48
2019,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,G,N,FA,P,59
2019,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Mexico,MEX,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Mali,MLI,G,N,FI,P,84
2019,"Syrian Arab Rep.",SYR,Malaysia,MYS,U,N,FI,P,502
2019,"Syrian Arab Rep.",SYR,Montenegro,MNE,G,N,FA,P,250
2019,"Syrian Arab Rep.",SYR,Morocco,MAR,U,N,FI,P,729
2019,"Syrian Arab Rep.",SYR,Malta,MLT,G,A,AR,P,53
2019,"Syrian Arab Rep.",SYR,Malta,MLT,G,N,FI,P,389
2019,"Syrian Arab Rep.",SYR,Netherlands,NLD,G,N,FI,P,3677
2019,"Syrian Arab Rep.",SYR,Netherlands,NLD,G,R,RA,P,161
2019,"Syrian Arab Rep.",SYR,Niger,NER,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Nigeria,NGA,G,N,FI,P,87
2019,"Syrian Arab Rep.",SYR,Norway,NOR,G,A,AR,P,45
2019,"Syrian Arab Rep.",SYR,Norway,NOR,G,N,FI,P,533
2019,"Syrian Arab Rep.",SYR,Norway,NOR,G,R,RA,P,5
2019,"Syrian Arab Rep.",SYR,"New Zealand",NZL,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Pakistan,PAK,U,N,FI,P,11
2019,"Syrian Arab Rep.",SYR,Paraguay,PRY,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Peru,PER,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Philippines,PHL,G,N,FA,P,23
2019,"Syrian Arab Rep.",SYR,Poland,POL,G,N,FI,P,25
2019,"Syrian Arab Rep.",SYR,Portugal,PRT,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Romania,ROU,G,N,FI,P,463
2019,"Syrian Arab Rep.",SYR,Romania,ROU,G,R,RA,P,5
2019,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,G,N,FI,P,46
2019,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,G,N,TA,P,288
2019,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,U,N,FI,P,248
2019,"Syrian Arab Rep.",SYR,Somalia,SOM,U,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Spain,ESP,G,N,FI,P,2419
2019,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,916
2019,"Syrian Arab Rep.",SYR,Slovakia,SVK,G,NR,FI,P,5
2019,"Syrian Arab Rep.",SYR,Slovenia,SVN,G,A,AR,P,5
2019,"Syrian Arab Rep.",SYR,Slovenia,SVN,G,N,FI,P,63
2019,"Syrian Arab Rep.",SYR,Slovenia,SVN,G,R,RA,P,11
2019,"Syrian Arab Rep.",SYR,Sweden,SWE,G,A,AR,P,343
2019,"Syrian Arab Rep.",SYR,Sweden,SWE,G,N,FI,P,2341
2019,"Syrian Arab Rep.",SYR,Sweden,SWE,G,R,RA,P,401
2019,"Syrian Arab Rep.",SYR,Switzerland,CHE,G,N,FI,P,945
2019,"Syrian Arab Rep.",SYR,Switzerland,CHE,G,R,RA,P,155
2019,"Syrian Arab Rep.",SYR,Thailand,THA,U,N,FI,P,13
2019,"Syrian Arab Rep.",SYR,Togo,TGO,G,N,FI,P,10
2019,"Syrian Arab Rep.",SYR,"Trinidad and Tobago",TTO,U,N,FI,P,10
2019,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,U,N,FI,P,1517
2019,"Syrian Arab Rep.",SYR,Uganda,UGA,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Ukraine,UKR,G,N,FI,P,41
2019,"Syrian Arab Rep.",SYR,Ukraine,UKR,G,J,JR,P,37
2019,"Syrian Arab Rep.",SYR,Uruguay,URY,G,N,FI,P,10
2019,"Syrian Arab Rep.",SYR,"United States of America",USA,G,A,AR,P,215
2019,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,EO,P,36
2019,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,IN,C,125
2019,"Syrian Arab Rep.",SYR,Zambia,ZMB,G,N,FI,P,5
2020,"Syrian Arab Rep.",SYR,Albania,ALB,G,N,FI,P,7
2020,"Syrian Arab Rep.",SYR,Algeria,DZA,U,N,FI,P,336
2020,"Syrian Arab Rep.",SYR,Angola,AGO,G,N,FI,P,5
2020,"Syrian Arab Rep.",SYR,Argentina,ARG,G,N,FI,P,17
2020,"Syrian Arab Rep.",SYR,Armenia,ARM,G,N,FI,P,24
2020,"Syrian Arab Rep.",SYR,Australia,AUS,G,A,AR,P,5
2020,"Syrian Arab Rep.",SYR,Australia,AUS,G,N,FI,P,42
2020,"Syrian Arab Rep.",SYR,Austria,AUT,G,N,FA,P,5121
2020,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,U,N,FI,P,13
2020,"Syrian Arab Rep.",SYR,Belgium,BEL,G,N,FI,P,1489
2020,"Syrian Arab Rep.",SYR,Belgium,BEL,G,R,RA,P,236
2020,"Syrian Arab Rep.",SYR,Belarus,BLR,G,N,FI,P,17
2020,"Syrian Arab Rep.",SYR,Brazil,BRA,G,N,FI,P,33
2020,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,G,N,FI,P,10
2020,"Syrian Arab Rep.",SYR,Bulgaria,BGR,G,NR,FA,P,1089
2020,"Syrian Arab Rep.",SYR,Canada,CAN,G,N,FI,P,65
2020,"Syrian Arab Rep.",SYR,Cyprus,CYP,G,N,FI,P,1811
2020,"Syrian Arab Rep.",SYR,Czechia,CZE,G,N,FI,P,22
2020,"Syrian Arab Rep.",SYR,Denmark,DNK,G,A,AR,P,37
2020,"Syrian Arab Rep.",SYR,Denmark,DNK,G,N,FI,P,342
2020,"Syrian Arab Rep.",SYR,Ecuador,ECU,G,N,FA,P,9
2020,"Syrian Arab Rep.",SYR,Estonia,EST,G,N,FI,P,6
2020,"Syrian Arab Rep.",SYR,Ethiopia,ETH,J,N,FI,P,19
2020,"Syrian Arab Rep.",SYR,Finland,FIN,G,N,FI,P,83
2020,"Syrian Arab Rep.",SYR,France,FRA,G,A,AR,P,632
2020,"Syrian Arab Rep.",SYR,France,FRA,G,N,FI,P,2180
2020,"Syrian Arab Rep.",SYR,France,FRA,G,A,RA,P,27
2020,"Syrian Arab Rep.",SYR,France,FRA,G,R,RA,P,60
2020,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,18
2020,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,1746
2020,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,27
2020,"Syrian Arab Rep.",SYR,Georgia,GEO,G,N,FI,P,20
2020,"Syrian Arab Rep.",SYR,Germany,DEU,G,N,NA,P,36433
2020,"Syrian Arab Rep.",SYR,Germany,DEU,G,R,RA,P,4137
2020,"Syrian Arab Rep.",SYR,Ghana,GHA,G,N,FI,P,17
2020,"Syrian Arab Rep.",SYR,Greece,GRC,G,A,AR,P,1956
2020,"Syrian Arab Rep.",SYR,Greece,GRC,G,N,FI,P,7418
2020,"Syrian Arab Rep.",SYR,Greece,GRC,G,R,RA,P,350
2020,"Syrian Arab Rep.",SYR,Guinea,GIN,G,N,FI,P,17
2020,"Syrian Arab Rep.",SYR,Croatia,HRV,G,N,FI,P,63
2020,"Syrian Arab Rep.",SYR,Croatia,HRV,G,A,JR,P,5
2020,"Syrian Arab Rep.",SYR,Hungary,HUN,G,N,FI,P,9
2020,"Syrian Arab Rep.",SYR,Iceland,ISL,G,A,AR,P,10
2020,"Syrian Arab Rep.",SYR,Iceland,ISL,G,N,FI,P,60
2020,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,G,N,FA,P,8
2020,"Syrian Arab Rep.",SYR,India,IND,U,N,FI,P,33
2020,"Syrian Arab Rep.",SYR,Indonesia,IDN,U,N,FI,P,5
2020,"Syrian Arab Rep.",SYR,Ireland,IRL,G,A,AR,P,6
2020,"Syrian Arab Rep.",SYR,Ireland,IRL,G,N,FI,P,45
2020,"Syrian Arab Rep.",SYR,Italy,ITA,G,N,FI,P,62
2020,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,G,N,FI,P,8
2020,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,G,N,FA,P,19
2020,"Syrian Arab Rep.",SYR,Kuwait,KWT,U,N,FI,P,22
2020,"Syrian Arab Rep.",SYR,Liberia,LBR,G,N,FI,P,15
2020,"Syrian Arab Rep.",SYR,Libya,LBY,U,N,FI,P,2245
2020,"Syrian Arab Rep.",SYR,Lithuania,LTU,G,N,FI,P,9
2020,"Syrian Arab Rep.",SYR,Luxembourg,LUX,G,N,FI,P,305
2020,"Syrian Arab Rep.",SYR,Latvia,LVA,G,N,FI,P,12
2020,"Syrian Arab Rep.",SYR,Mauritania,MRT,U,N,FI,P,50
2020,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,G,N,FA,P,23
2020,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,G,N,FI,P,5
2020,"Syrian Arab Rep.",SYR,Mexico,MEX,G,N,FI,P,7
2020,"Syrian Arab Rep.",SYR,Mali,MLI,G,N,FI,P,21
2020,"Syrian Arab Rep.",SYR,Malaysia,MYS,U,N,FI,P,102
2020,"Syrian Arab Rep.",SYR,Montenegro,MNE,G,N,FA,P,10
2020,"Syrian Arab Rep.",SYR,Malta,MLT,G,N,FI,P,133
2020,"Syrian Arab Rep.",SYR,Netherlands,NLD,G,N,FI,P,4022
2020,"Syrian Arab Rep.",SYR,Netherlands,NLD,G,R,RA,P,132
2020,"Syrian Arab Rep.",SYR,Niger,NER,G,N,FI,P,5
2020,"Syrian Arab Rep.",SYR,Nigeria,NGA,G,N,FI,P,137
2020,"Syrian Arab Rep.",SYR,Norway,NOR,G,A,AR,P,36
2020,"Syrian Arab Rep.",SYR,Norway,NOR,G,N,FI,P,536
2020,"Syrian Arab Rep.",SYR,Paraguay,PRY,G,N,FI,P,6
2020,"Syrian Arab Rep.",SYR,Philippines,PHL,G,N,FA,P,13
2020,"Syrian Arab Rep.",SYR,Poland,POL,G,A,AR,P,5
2020,"Syrian Arab Rep.",SYR,Poland,POL,G,N,FI,P,38
2020,"Syrian Arab Rep.",SYR,Portugal,PRT,G,N,FI,P,5
2020,"Syrian Arab Rep.",SYR,Romania,ROU,G,N,FI,P,1459
2020,"Syrian Arab Rep.",SYR,Romania,ROU,G,R,RA,P,5
2020,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,G,N,FI,P,24
2020,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,G,N,TA,P,194
2020,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,U,N,FI,P,877
2020,"Syrian Arab Rep.",SYR,Somalia,SOM,U,N,FI,P,12
2020,"Syrian Arab Rep.",SYR,Spain,ESP,G,N,FI,P,400
2020,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,670
2020,"Syrian Arab Rep.",SYR,Slovakia,SVK,G,N,FI,P,38
2020,"Syrian Arab Rep.",SYR,Slovakia,SVK,G,R,FI,P,5
2020,"Syrian Arab Rep.",SYR,Slovenia,SVN,G,N,FI,P,56
2020,"Syrian Arab Rep.",SYR,Slovenia,SVN,G,R,RA,P,5
2020,"Syrian Arab Rep.",SYR,Sweden,SWE,G,A,AR,P,647
2020,"Syrian Arab Rep.",SYR,Sweden,SWE,G,N,FI,P,1071
2020,"Syrian Arab Rep.",SYR,Sweden,SWE,G,R,RA,P,138
2020,"Syrian Arab Rep.",SYR,Switzerland,CHE,G,N,FI,P,756
2020,"Syrian Arab Rep.",SYR,Switzerland,CHE,G,R,RA,P,148
2020,"Syrian Arab Rep.",SYR,"United Rep. of Tanzania",TZA,G,N,FI,P,5
2020,"Syrian Arab Rep.",SYR,Thailand,THA,U,N,FI,P,11
2020,"Syrian Arab Rep.",SYR,Togo,TGO,G,N,FI,P,6
2020,"Syrian Arab Rep.",SYR,"Trinidad and Tobago",TTO,U,N,FI,P,8
2020,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,U,N,FI,P,74
2020,"Syrian Arab Rep.",SYR,Uganda,UGA,G,N,FI,P,8
2020,"Syrian Arab Rep.",SYR,Ukraine,UKR,G,N,FI,P,28
2020,"Syrian Arab Rep.",SYR,Ukraine,UKR,G,J,JR,P,74
2020,"Syrian Arab Rep.",SYR,Uruguay,URY,G,N,FI,P,5
2020,"Syrian Arab Rep.",SYR,"United States of America",USA,G,A,AR,P,153
2020,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,EO,P,26
2020,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,IN,C,86
2020,"Syrian Arab Rep.",SYR,"Venezuela (Bolivarian Republic of)",VEN,G,N,FI,P,29
2020,"Syrian Arab Rep.",SYR,Yemen,YEM,U,N,FI,P,12
2020,"Syrian Arab Rep.",SYR,Zambia,ZMB,G,N,FI,P,5
2021,"Syrian Arab Rep.",SYR,Albania,ALB,G,N,FI,P,5
2021,"Syrian Arab Rep.",SYR,Algeria,DZA,U,N,FI,P,224
2021,"Syrian Arab Rep.",SYR,Argentina,ARG,G,N,FI,P,6
2021,"Syrian Arab Rep.",SYR,Armenia,ARM,G,N,FI,P,20
2021,"Syrian Arab Rep.",SYR,Australia,AUS,G,N,FI,P,18
2021,"Syrian Arab Rep.",SYR,Austria,AUT,G,N,FA,P,4471
2021,"Syrian Arab Rep.",SYR,Bahrain,BHR,U,N,FI,P,5
2021,"Syrian Arab Rep.",SYR,Belgium,BEL,G,A,AR,P,130
2021,"Syrian Arab Rep.",SYR,Belgium,BEL,G,N,FI,P,971
2021,"Syrian Arab Rep.",SYR,Belgium,BEL,G,R,RA,P,87
2021,"Syrian Arab Rep.",SYR,Brazil,BRA,G,N,FI,P,24
2021,"Syrian Arab Rep.",SYR,Bulgaria,BGR,G,NR,FA,P,848
2021,"Syrian Arab Rep.",SYR,Canada,CAN,G,N,FI,P,67
2021,"Syrian Arab Rep.",SYR,"Dem. Rep. of the Congo",COD,G,N,FI,P,5
2021,"Syrian Arab Rep.",SYR,Colombia,COL,G,N,FI,P,5
2021,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,G,N,FI,P,5
2021,"Syrian Arab Rep.",SYR,Cyprus,CYP,G,N,FI,P,1416
2021,"Syrian Arab Rep.",SYR,Cyprus,CYP,G,R,FI,P,20
2021,"Syrian Arab Rep.",SYR,Cyprus,CYP,G,N,JR,C,5
2021,"Syrian Arab Rep.",SYR,Czechia,CZE,G,N,FI,P,16
2021,"Syrian Arab Rep.",SYR,Czechia,CZE,G,R,RA,P,5
2021,"Syrian Arab Rep.",SYR,Denmark,DNK,G,A,AR,P,29
2021,"Syrian Arab Rep.",SYR,Denmark,DNK,G,N,FI,P,128
2021,"Syrian Arab Rep.",SYR,Ecuador,ECU,G,N,FA,P,5
2021,"Syrian Arab Rep.",SYR,Ethiopia,ETH,J,N,FI,P,76
2021,"Syrian Arab Rep.",SYR,Finland,FIN,G,N,FI,P,24
2021,"Syrian Arab Rep.",SYR,France,FRA,G,A,AR,P,408
2021,"Syrian Arab Rep.",SYR,France,FRA,G,N,FI,P,812
2021,"Syrian Arab Rep.",SYR,France,FRA,G,A,RA,P,21
2021,"Syrian Arab Rep.",SYR,France,FRA,G,R,RA,P,84
2021,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,5
2021,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,1061
2021,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,15
2021,"Syrian Arab Rep.",SYR,Georgia,GEO,G,N,FI,P,9
2021,"Syrian Arab Rep.",SYR,Germany,DEU,G,J,JR,P,9247
2021,"Syrian Arab Rep.",SYR,Germany,DEU,G,N,NA,P,26454
2021,"Syrian Arab Rep.",SYR,Germany,DEU,G,R,RA,P,14451
2021,"Syrian Arab Rep.",SYR,Ghana,GHA,G,N,FI,P,5
2021,"Syrian Arab Rep.",SYR,Greece,GRC,G,A,AR,P,672
2021,"Syrian Arab Rep.",SYR,Greece,GRC,G,N,FI,P,1368
2021,"Syrian Arab Rep.",SYR,Greece,GRC,G,R,RA,P,527
2021,"Syrian Arab Rep.",SYR,Croatia,HRV,G,N,FI,P,44
2021,"Syrian Arab Rep.",SYR,Iceland,ISL,G,A,AR,P,12
2021,"Syrian Arab Rep.",SYR,Iceland,ISL,G,N,FI,P,26
2021,"Syrian Arab Rep.",SYR,India,IND,U,N,FI,P,7
2021,"Syrian Arab Rep.",SYR,Ireland,IRL,G,N,FI,P,8
2021,"Syrian Arab Rep.",SYR,Italy,ITA,G,N,FI,P,44
2021,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,G,N,FA,P,11
2021,"Syrian Arab Rep.",SYR,Kuwait,KWT,U,N,FI,P,55
2021,"Syrian Arab Rep.",SYR,Liberia,LBR,G,N,FI,P,6
2021,"Syrian Arab Rep.",SYR,Libya,LBY,U,N,FI,P,2278
2021,"Syrian Arab Rep.",SYR,Lithuania,LTU,G,N,FI,P,44
2021,"Syrian Arab Rep.",SYR,Luxembourg,LUX,G,N,FI,P,190
2021,"Syrian Arab Rep.",SYR,Mauritania,MRT,U,N,FI,P,42
2021,"Syrian Arab Rep.",SYR,Mexico,MEX,G,N,FI,P,16
2021,"Syrian Arab Rep.",SYR,Malaysia,MYS,U,N,FI,P,40
2021,"Syrian Arab Rep.",SYR,Malta,MLT,G,N,FI,P,77
2021,"Syrian Arab Rep.",SYR,Netherlands,NLD,G,N,FI,P,1857
2021,"Syrian Arab Rep.",SYR,Netherlands,NLD,G,R,RA,P,108
2021,"Syrian Arab Rep.",SYR,Nigeria,NGA,G,N,FI,P,173
2021,"Syrian Arab Rep.",SYR,Norway,NOR,G,A,AR,P,28
2021,"Syrian Arab Rep.",SYR,Norway,NOR,G,N,FI,P,198
2021,"Syrian Arab Rep.",SYR,Philippines,PHL,G,N,FA,P,7
2021,"Syrian Arab Rep.",SYR,Poland,POL,G,N,FI,P,20
2021,"Syrian Arab Rep.",SYR,Romania,ROU,G,N,FI,P,759
2021,"Syrian Arab Rep.",SYR,Romania,ROU,G,R,RA,P,8
2021,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,G,N,FI,P,14
2021,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,G,N,TA,P,83
2021,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,U,N,FI,P,591
2021,"Syrian Arab Rep.",SYR,Somalia,SOM,U,N,FI,P,30
2021,"Syrian Arab Rep.",SYR,Spain,ESP,G,N,FI,P,113
2021,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,50
2021,"Syrian Arab Rep.",SYR,Slovakia,SVK,G,N,FI,P,7
2021,"Syrian Arab Rep.",SYR,Slovenia,SVN,G,N,FI,P,54
2021,"Syrian Arab Rep.",SYR,Sweden,SWE,G,A,AR,P,163
2021,"Syrian Arab Rep.",SYR,Sweden,SWE,G,N,FI,P,420
2021,"Syrian Arab Rep.",SYR,Sweden,SWE,G,R,RA,P,71
2021,"Syrian Arab Rep.",SYR,Switzerland,CHE,G,N,FI,P,382
2021,"Syrian Arab Rep.",SYR,Switzerland,CHE,G,R,RA,P,57
2021,"Syrian Arab Rep.",SYR,Thailand,THA,U,N,FI,P,5
2021,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,U,N,FI,P,13
2021,"Syrian Arab Rep.",SYR,Ukraine,UKR,G,N,FI,P,19
2021,"Syrian Arab Rep.",SYR,Ukraine,UKR,G,J,JR,P,37
2021,"Syrian Arab Rep.",SYR,"United States of America",USA,G,A,AR,P,59
2021,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,EO,P,7
2021,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,IN,P,32
2021,"Syrian Arab Rep.",SYR,Zambia,ZMB,G,N,FI,P,5
